steps,run0,run1,run2,run3,run4
2048,377.9060669,454.9603271,428.3466797,357.1914673,420.164978
4096,432.9836731,374.9135742,400.3673096,402.7077026,385.0871277
6144,468.7711182,400.914917,419.6177368,473.5513,379.7563171
8192,470.2051086,405.7658386,378.9705811,482.8557739,428.489563
10240,434.7499084,403.0496826,400.7427368,477.9413757,469.7950745
12288,449.0443726,431.1550903,436.3146667,446.5009766,454.3146057
14336,460.2503662,466.2024841,465.1158752,458.3673401,442.6335144
16384,497.7155762,481.7240295,502.8901367,486.9859619,451.301178
18432,504.3764954,484.6940308,484.2150879,484.302948,471.1474304
20480,479.9154358,475.3172302,483.5540466,489.1281128,464.602356
22528,445.2504578,493.7471008,528.5933228,458.4676819,501.5635681
24576,479.8836975,534.6239624,476.5016785,469.8737488,493.1478882
26624,476.8460999,553.5803833,465.8009338,466.2442322,486.2390747
28672,471.6702576,526.4825439,510.6941833,466.6677551,514.6695557
30720,488.0363159,526.5118408,516.9660034,483.9038696,568.1072388
32768,480.3478699,520.6818237,499.5741272,537.4960938,481.4913025
34816,515.3966064,513.6038818,520.7955933,476.248291,492.8763428
36864,518.5392456,539.5177002,506.7052612,489.0451355,526.1251221
38912,479.3103333,554.3858643,543.2566528,501.797821,493.7365112
40960,486.0085449,545.1318359,530.6303101,492.7815552,515.0705566
43008,458.3370056,579.3643188,544.2592773,530.0551758,515.4896851
45056,509.5313416,559.6676025,558.7662354,531.3909302,524.8795776
47104,550.5742188,571.6956177,540.9558105,529.838562,547.6658325
49152,518.1641235,541.1679077,516.3450928,519.5802002,566.7192383
51200,549.7050781,503.6231689,521.1182861,530.0444946,582.0762939
53248,546.7818604,554.4082031,583.5403442,520.2396851,521.7436523
55296,500.1135559,582.4989624,573.3797607,541.060791,517.1096802
57344,521.7578125,582.69104,556.7373047,534.8826294,531.6555176
59392,550.0569458,600.5761108,553.7453613,545.1445313,506.0136719
61440,561.8272705,632.0285034,563.7653198,531.7346191,533.869873
63488,568.894104,597.1074829,499.1151428,524.0467529,518.6310425
65536,590.9743652,533.2758179,502.0992432,551.7869873,535.8455811
67584,596.1401367,590.9203491,521.9581909,546.5256348,532.222229
69632,541.4434204,610.6557617,543.2116699,564.8808594,535.8840942
71680,563.8032227,680.899231,556.7398682,532.6031494,568.9017944
73728,589.4018555,590.0616455,539.869873,522.1089478,643.7194824
75776,599.3726807,571.757019,570.9910278,526.3260498,620.7515259
77824,640.9526367,596.4730835,600.8513184,543.489502,585.5996704
79872,597.0604858,563.9522095,592.918335,559.2593384,569.7583008
81920,587.864624,563.2496948,576.8921509,550.6578979,571.2400513
83968,614.5228882,641.3835449,507.6721802,536.7963257,571.3986206
86016,643.5698853,688.9213257,538.5193481,583.7071533,568.7232056
88064,583.805542,595.0552979,555.3357544,605.5316162,596.4515381
90112,611.7376099,611.3212891,592.5488281,580.0310059,599.0453491
92160,628.6186523,644.6723633,610.0786133,571.0883179,588.8347778
94208,632.342041,647.5008545,633.6326294,617.1982422,557.1790771
96256,665.0244751,664.8258667,609.8445435,593.8764038,572.3343506
98304,595.1741333,704.527832,635.7800293,591.6835938,589.5654907
100352,632.5708618,599.6815796,654.6034546,608.4794922,615.3112793
102400,608.7020874,620.946106,634.1494141,626.5197144,595.5289307
104448,636.815979,635.024292,695.5709229,608.2772217,572.0678711
106496,627.8487549,670.1546631,675.0826416,650.2896118,593.307312
108544,616.5578613,676.6538696,664.6258545,657.6991577,596.4014282
110592,669.2433472,660.5465088,684.5752563,662.0664063,575.0653076
112640,691.7299194,651.3483276,754.9598999,647.7368774,585.1477051
114688,735.5962524,673.0232544,707.2255859,587.0317993,623.4121094
116736,674.7658081,704.5521851,741.9676514,627.317749,642.7961426
118784,669.644043,733.4051514,705.362793,684.5601196,606.9575195
120832,698.2808838,673.8775024,760.4538574,682.9512329,586.5964355
122880,674.6524658,643.2772217,789.3327637,687.1781006,635.2189941
124928,738.9316406,625.5172119,833.1209717,677.0151978,617.717041
126976,722.6831055,721.8486328,819.7996826,709.517395,641.5261841
129024,766.5571899,754.9992065,801.6948242,666.6206055,687.7796631
131072,769.0840454,700.9539185,761.2074585,627.9811401,666.9918823
133120,717.451355,711.4796753,744.774292,646.4834595,691.3362427
135168,700.8421631,777.932251,816.5692749,675.5046387,674.230957
137216,710.8796387,752.9920654,809.9932861,670.614563,645.1585083
139264,737.5419922,710.9683838,812.1037598,734.6037598,703.2469482
141312,701.2147827,814.7929688,841.1323853,717.8811646,687.8372803
143360,714.5758057,811.0250854,866.1817627,701.3005981,686.8859863
145408,783.8274536,755.2509766,865.3508911,692.4054565,701.008728
147456,743.7941284,716.6138306,878.7602539,634.0722656,723.1313477
149504,794.6966553,704.1721802,886.7218018,663.4745483,728.0967407
151552,784.6618652,816.5559082,890.0280151,713.6135864,737.7443848
153600,725.1424561,811.3842163,885.230896,684.9282227,741.2810059
155648,753.2158203,816.6459351,929.7922974,700.8743286,753.225708
157696,795.2684937,851.0458984,983.3358765,738.4535522,766.0501709
159744,885.2780762,879.9744873,985.7023315,741.4888306,858.0020752
161792,770.2202148,826.1730347,973.75354,699.1603394,847.4841309
163840,767.3169556,797.5762939,922.2715454,722.9476929,776.4901123
165888,776.324646,873.6806641,949.9293823,780.572937,744.0773926
167936,896.1932983,911.9414673,1000.518005,702.7028809,732.444397
169984,891.7571411,847.645752,952.1245728,729.8084717,731.8863525
172032,879.8514404,844.112915,987.0891113,747.1184082,752.5234985
174080,880.7785034,857.6859741,1009.946716,816.9829712,814.9074707
176128,889.2960205,915.3848267,994.2640381,751.2543945,889.6681519
178176,896.6444092,856.3284302,965.4590454,743.1098022,852.2180176
180224,915.446167,850.0697632,1018.473816,806.2561035,858.1783447
182272,923.2260132,823.5517578,1023.310364,861.9677734,867.5988159
184320,947.329895,803.7233276,1048.953247,843.5849609,922.1229248
186368,983.6043091,852.6867065,1062.420898,838.1993408,895.1208496
188416,936.4991455,874.9983521,1032.621948,877.6585083,907.3806152
190464,937.5467529,859.0765381,1078.022705,859.6286011,921.874939
192512,980.5464478,913.7344971,1091.204834,910.0957642,890.8370972
194560,1014.484985,899.0910645,1042.449951,927.8417969,914.9237671
196608,1070.850464,849.2984009,1068.65564,908.7189331,935.8391113
198656,1051.695068,811.9326172,1037.182739,923.3984375,951.0181274
200704,1059.76416,854.3692017,1040.461304,948.2574463,918.8153076
202752,1057.496216,960.5198364,1108.638916,988.3525391,924.6755371
204800,1111.551025,878.9550171,1118.69397,997.0820923,938.0933228
206848,1111.927002,838.5292969,1080.776367,976.1654663,902.5023804
208896,1106.351318,911.5452881,1034.584717,978.8933716,956.3205566
210944,1115.071167,993.6602173,1083.776001,1082.24231,1015.433411
212992,1126.2146,999.5230103,1138.327393,1106.140503,1018.34314
215040,1164.553101,932.0336304,1126.840088,1089.206421,1002.844482
217088,1116.093262,905.1135254,1123.378296,1034.187134,1005.28595
219136,1102.640625,982.7229614,1073.687134,1100.489258,1017.582092
221184,1180.5,969.5588379,1080.825317,1127.391113,1048.743774
223232,1215.675415,984.6873169,1109.243286,1053.65332,1074.919312
225280,1185.342896,956.690979,1092.217651,1005.363892,1076.296875
227328,1117.425293,910.6376343,1069.226318,1060.218384,1069.51355
229376,1126.568237,897.230896,1101.661499,1067.661499,1105.661133
231424,1141.027832,918.8389893,1124.162109,1099.37439,1165.759155
233472,1220.321655,974.0238647,1110.632202,1035.954102,1091.822876
235520,1181.883545,973.3738403,1105.721924,1059.701538,1109.890747
237568,1201.429077,928.9143066,1130.322021,1174.928101,1135.488159
239616,1240.557617,937.0615234,1159.531494,1230.764038,1086.333618
241664,1209.039795,989.3080444,1137.049316,1116.654419,1104.434814
243712,1174.36792,981.3309326,1164.981567,1161.724609,1099.279175
245760,1273.166504,944.010498,1172.2854,1202.943726,1083.19043
247808,1261.566772,949.7717896,1146.874878,1105.777954,1103.569946
249856,1225.424438,977.7004395,1137.593872,1170.493896,1094.804321
251904,1237.459351,937.7106323,1141.557617,1154.428589,1029.967407
253952,1252.398804,905.0812378,1169.850708,1176.403076,1032.878662
256000,1298.088135,963.9152832,1166.7677,1171.194702,1055.61438
258048,1191.324463,936.0731812,1111.252197,1209.626221,1040.230347
260096,1152.921875,1011.643738,1047.912109,1238.246704,1076.726929
262144,1223.559326,921.2141113,1073.38501,1238.616211,1105.476074
264192,1266.559448,919.8165283,1046.887817,1222.514526,1120.019409
266240,1190.985229,982.8644409,1056.992554,1286.412598,1108.1698
268288,1195.135742,1011.618896,1102.155762,1327.937256,1088.092163
270336,1170.62439,974.7884521,1144.791748,1262.921875,1153.850708
272384,1267.665649,993.5597534,1132.628906,1298.164185,1125.494873
274432,1238.68335,1012.033203,1089.774658,1264.217041,1095.077759
276480,1222.296143,1033.442505,1094.125,1288.95459,1105.135986
278528,1220.860718,1055.08728,1146.380859,1282.788818,1052.679199
280576,1252.224854,1064.674194,1159.460571,1303.544678,1063.575928
282624,1261.928345,1016.516113,1175.958374,1369.514648,1032.179077
284672,1286.160156,1043.670166,1167.757813,1320.404663,1002.981812
286720,1290.765015,1060.012451,1201.245361,1251.522095,1041.020996
288768,1295.509277,1000.522705,1215.115356,1276.487793,1083.091187
290816,1261.445313,1016.902649,1201.079102,1274.947266,1084.154053
292864,1310.659302,1001.112671,1207.437866,1268.380493,1084.542236
294912,1369.585083,1047.62207,1243.785767,1359.390869,1085.664795
296960,1368.750122,1043.651123,1226.837524,1327.456299,1116.846558
299008,1342.508301,976.7681885,1190.215454,1383.43396,1111.515991
301056,1311.06958,1042.503296,1218.040039,1346.59082,1078.388794
303104,1285.4198,1003.80957,1218.518921,1426.204224,1039.987061
305152,1294.335449,1020.997314,1206.312622,1409.238892,1049.386597
307200,1319.640625,1009.104614,1254.179077,1436.806519,1072.742065
309248,1241.802856,1003.343445,1249.688599,1419.547729,1086.054443
311296,1283.830078,1092.007935,1249.715942,1392.715454,1104.615234
313344,1313.219849,1016.32074,1241.741089,1396.45874,1075.875854
315392,1305.736694,1064.341309,1261.281738,1446.237549,1161.47522
317440,1334.629883,1023.009399,1278.647095,1522.927734,1154.183716
319488,1281.089355,991.0818481,1289.727905,1461.172241,1109.78125
321536,1337.501465,1007.840515,1261.447632,1415.902466,1155.353516
323584,1311.627441,1077.512939,1293.075317,1414.539429,1158.357422
325632,1264.861328,987.7617798,1251.827759,1396.802124,1071.472534
327680,1316.180908,988.6055298,1212.501343,1486.015869,1089.207642
329728,1358.878906,1078.889038,1275.710938,1586.877197,1126.417969
331776,1358.97876,1001.228882,1285.170166,1556.314209,1119.102539
333824,1344.493042,1012.908203,1254.425903,1526.467163,1158.501099
335872,1371.076904,1049.061646,1251.755249,1415.827881,1093.597412
337920,1363.709839,1077.494629,1263.824463,1539.030151,1058.689331
339968,1343.082886,986.0615234,1256.358276,1551.669678,1086.281494
342016,1306.856934,941.9968872,1270.575073,1495.867676,1131.559326
344064,1394.124512,1083.457764,1267.989502,1516.456177,1126.67395
346112,1383.981323,1077.526245,1233.059204,1537.475586,1151.122559
348160,1371.905884,1121.582397,1208.293335,1554.673584,1134.045532
350208,1397.040649,1109.549316,1331.913208,1599.674072,1083.014038
352256,1426.39502,1121.765381,1309.594116,1583.438354,1123.942505
354304,1449.883911,1136.572754,1220.205811,1533.015991,1153.646484
356352,1367.845459,1077.93042,1296.566895,1546.301514,1150.98877
358400,1312.1604,1133.92749,1344.89856,1599.848267,1123.997437
360448,1373.23999,1069.138916,1309.869995,1566.768677,1196.114746
362496,1368.405273,989.1062622,1339.676025,1586.102783,1157.489258
364544,1413.30896,1012.18512,1407.347168,1571.572021,1145.398682
366592,1364.406372,1046.840454,1388.657593,1561.975586,1188.340576
368640,1389.84021,1091.002686,1379.639893,1592.717041,1161.08606
370688,1419.222534,1067.353394,1360.220581,1568.834961,1147.164551
372736,1389.753784,1142.711914,1336.71521,1623.894165,1144.624512
374784,1346.497559,1203.974609,1327.508911,1561.524048,1159.828735
376832,1390.88916,1223.113403,1439.389526,1647.012695,1175.953369
378880,1397.851685,1211.585938,1432.439575,1667.717651,1137.486206
380928,1440.673828,1255.051758,1349.662598,1625.212402,1128.011719
382976,1377.354126,1214.871704,1313.57666,1539.311523,1174.092529
385024,1425.212646,1157.687134,1347.989868,1464.927734,1174.712769
387072,1411.736084,1098.392456,1385.666382,1554.82019,1162.141602
389120,1417.96167,1125.626465,1377.958618,1571.24585,1152.208862
391168,1431.824341,1055.599121,1386.0354,1559.483521,1110.461792
393216,1378.018311,1110.964355,1352.486328,1642.921875,1043.081055
395264,1332.932739,1184.698364,1394.588135,1677.271484,977.7702026
397312,1436.488525,1181.427368,1431.701416,1635.647705,975.3649902
399360,1392.008057,1119.559204,1445.053589,1608.038574,1033.842407
401408,1386.373047,1102.086914,1424.738525,1638.309448,1129.100464
403456,1437.543579,1117.563721,1424.965576,1566.575562,1115.628906
405504,1488.238159,1183.299927,1386.909668,1557.423218,1091.208984
407552,1435.016113,1070.259521,1411.63501,1516.578613,1124.817017
409600,1338.908936,1170.724365,1435.202148,1521.533813,1152.443726
411648,1319.790649,1238.363403,1455.505981,1548.681763,1162.90332
413696,1316.066162,1252.912842,1482.99353,1579.937134,1142.750122
415744,1475.022705,1198.047729,1473.886475,1559.3302,1154.710693
417792,1500.453247,1206.714355,1456.304199,1569.274658,1168.498047
419840,1505.91272,1245.937256,1491.845581,1642.483765,1159.083374
421888,1485.957764,1096.029663,1504.341187,1617.214233,1152.85083
423936,1454.572876,1078.053345,1467.112671,1674.115723,1147.164307
425984,1377.261597,1157.128662,1466.433716,1732.322876,1147.962646
428032,1435.619019,1147.574829,1472.552002,1653.03772,1150.577515
430080,1454.859497,1194.942993,1500.487305,1605.437866,1146.099609
432128,1433.648682,1177.401978,1538.863525,1727.647827,1131.931763
434176,1435.138794,1201.474976,1528.013916,1614.11084,1117.197876
436224,1473.123047,1223.188599,1492.914673,1589.532349,1145.956543
438272,1456.450806,1225.222778,1480.797485,1634.122681,1131.721313
440320,1461.969971,1204.987061,1487.530273,1624.961182,1188.358765
442368,1410.948486,1219.433594,1471.470825,1600.113037,1193.727051
444416,1522.443848,1187.559082,1420.310181,1691.504272,1187.088013
446464,1473.791138,1194.648682,1467.261597,1723.479248,1160.215942
448512,1394.750732,1236.476807,1500.701538,1672.626099,1199.812866
450560,1337.382935,1134.18042,1471.581909,1651.773193,1222.536865
452608,1463.764526,1236.797974,1538.157715,1640.584839,1156.209595
454656,1431.116699,1147.318481,1615.079224,1620.942017,1144.558594
456704,1405.284058,1090.876953,1490.432983,1696.713989,1228.853638
458752,1475.45874,1094.338013,1398.881714,1769.895996,1209.570801
460800,1519.595215,1238.699219,1456.050903,1672.886841,1214.798462
462848,1540.952759,1121.818726,1438.968628,1674.398071,1236.653931
464896,1560.582275,1139.359253,1421.817017,1745.150024,1238.010498
466944,1534.030151,1117.150513,1409.601196,1754.528687,1242.294922
468992,1448.447266,1238.199219,1459.898804,1748.632324,1206.255127
471040,1316.637329,1286.789307,1510.680908,1742.729004,1231.37561
473088,1346.267456,1286.452515,1445.042358,1743.205688,1240.004395
475136,1354.231812,1199.324585,1443.081299,1559.411499,1206.729858
477184,1363.967651,1165.503662,1502.440308,1587.952881,1210.44043
479232,1418.111938,1131.387329,1474.337402,1650.485352,1214.939575
481280,1451.105469,1149.568726,1409.238525,1562.419312,1216.526367
483328,1511.859253,1146.366943,1473.211426,1587.336426,1254.93335
485376,1362.088989,1133.425537,1531.46228,1650.130493,1243.811279
487424,1312.192627,1117.936646,1470.264771,1621.817871,1193.87854
489472,1423.680176,1233.856934,1425.719971,1507.694946,1163.850586
491520,1410.665039,1187.884644,1388.578979,1606.393555,1135.165527
493568,1404.078857,1178.797852,1414.856445,1691.693237,1121.717773
495616,1347.444092,1186.381592,1458.345215,1695.685547,1122.969849
497664,1376.593628,1272.888916,1464.035034,1688.391357,1172.215576
499712,1446.377075,1272.628174,1478.747192,1735.309692,1170.499268
501760,1401.249146,1171.181152,1523.502563,1779.905029,1159.180054
